t,OF,Pcc,Tcc,Pe,Te,thrust,Isp,x,y,u,v,Ax,Ay,m_ox,n_ox,T_ox,P_ox,mdot_ox,rho_ox,m_f,n_f,T_f,P_f,mdot_f,rho_f,t_burn,Pcc_nominal,mdot_ox_nominal,OF_nominal,diameter,injector_Cd,dt,gamma,specific_gas_const,gas_const,
6.193939394,3.010767443,350.9910383,2771.810215,86329.63281,1441.87643,2134.771439,228.7297551,40.80343862,591.7248592,12.97025726,187.1380623,2.058941131,29.02168314,1.807372065,0.041064505,271.3509438,3766376.482,0.802871318,921.8416457,0.710990099,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.278787879,3.011021143,351.0180427,2771.940959,86337.50536,1441.979224,2135.479234,228.7327927,41.90348102,607.5891174,13.1412193,189.5452334,2.055615049,28.94336664,1.737002491,0.039465669,271.2301082,3765734.798,0.802938972,922.4805662,0.688811881,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.363636364,3.011375483,351.0557586,2772.129137,86348.62636,1442.127243,2136.269123,228.7371652,43.017708,623.6527699,13.31190841,191.9459429,2.052333332,28.86567387,1.666662791,0.037867512,271.1080715,3765177.22,0.803033462,923.1250297,0.666633663,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.448484848,3.011822325,351.1033191,2772.359104,86362.35564,1442.308137,2137.13137,228.7425078,44.14609719,639.9152835,13.48232728,194.3402248,2.049084063,28.78838967,1.596351287,0.036269995,270.9848036,3764696.143,0.80315262,923.7751021,0.644455446,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.533333333,3.01235383,351.1598888,2772.636043,86378.98892,1442.526006,2138.063712,228.7489405,45.28862644,656.3761275,13.65247846,196.7281108,2.04586535,28.71148644,1.526066498,0.034673085,270.860274,3764284.248,0.803294355,924.4308542,0.622277228,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.618181818,3.012585677,351.1845642,2772.761365,86386.32227,1442.624661,2138.780014,228.751852,46.44527062,673.0347144,13.82233902,199.1091539,2.042370979,28.6292093,1.455815901,0.033076952,270.7344693,3763596.684,0.80335618,925.0899264,0.60009901,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.703030303,3.012898693,351.2178779,2772.923253,86395.96862,1442.752079,2139.56042,228.7556121,47.61600583,689.8904779,13.99191111,201.483378,2.038902507,28.54721734,1.38559812,0.031481565,270.6073575,3762975.099,0.803439652,925.7548343,0.577920792,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.787878788,3.013285458,351.2590394,2773.126838,86407.97822,1442.912369,2140.40217,228.7603409,48.80080831,706.9428535,14.16119667,203.8508032,2.035457368,28.46546981,1.31541197,0.029886896,270.4789056,3762412.557,0.803542789,926.4256613,0.555742574,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.872727273,3.013738782,351.307283,2773.36172,86422.006,1443.097299,2141.298048,228.7657954,49.99965443,724.191277,14.33019711,206.2114405,2.032029154,28.3838534,1.245256453,0.028292924,270.3490799,3761902.342,0.803663675,927.1024956,0.533564356,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
6.957575758,3.014251695,351.3618662,2773.627869,86438.05228,1443.306861,2142.244248,228.7719748,51.21252053,741.6351834,14.49891298,208.5652851,2.028607474,28.30217933,1.175130753,0.026699629,270.2178456,3761437.947,0.803800452,927.7854312,0.511386139,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.042424242,3.014817425,351.4220676,2773.925128,86455.62668,1443.541059,2143.235629,228.7788771,52.43938299,759.2740068,14.66734469,210.9123302,2.025190729,28.22042321,1.105034232,0.025106996,270.0851673,3761013.055,0.803951313,928.4745668,0.489207921,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.127272727,3.015429384,351.4871858,2774.243168,86474.62942,1443.791656,2144.26602,228.7862603,53.68021819,777.1071801,14.83549228,213.2525628,2.021774662,28.1385105,1.034966425,0.023515017,269.9510084,3760621.521,0.804114502,929.1700069,0.467029703,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.212121212,3.015732518,351.5194409,2774.399535,86483.98359,1443.914888,2145.071827,228.7898899,54.93499957,795.1340801,15.00333231,215.585529,2.018076491,28.05114152,0.964935109,0.021923866,269.8153495,3759945.952,0.804195338,929.8696792,0.444851485,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.296969697,3.016079115,351.5563199,2774.581901,86494.81541,1444.058651,2145.916345,228.794123,56.20370154,813.3541005,15.17086469,217.9112127,2.014377418,27.96357772,0.894939913,0.020333536,269.6781519,3759301.232,0.804287764,930.5758695,0.422673267,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.381818182,3.01646277,351.5971409,2774.779901,86506.7795,1444.21472,2146.792782,228.7987179,57.48629843,831.7666321,15.3380887,220.2295859,2.010669661,27.87567843,0.824980635,0.018744022,269.5393759,3758681.384,0.804390072,931.2886968,0.40049505,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.466666667,3.016877219,351.6412371,2774.9986,86519.68073,1444.38721,2147.698275,228.8037939,58.78276446,850.3710627,15.5050033,222.5406152,2.006949336,27.78737564,0.755057241,0.017155323,269.3989806,3758080.563,0.804500592,932.008286,0.378316832,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.551515152,3.017316321,351.6879548,2775.227703,86533.41902,1444.567892,2148.626896,228.8091101,60.09307375,869.1667771,15.67160731,224.8442648,2.003214888,27.69864461,0.685169865,0.015567443,269.2569235,3757493.042,0.804617686,932.7347683,0.356138614,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.636363636,3.017774047,351.7366524,2775.462001,86547.69896,1444.752657,2149.573341,228.8145454,61.41720023,888.1531554,15.83789884,227.1404863,1.999457747,27.60932923,0.615318806,0.013980388,269.1131612,3756913.202,0.804739746,933.4682811,0.333960396,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.721212121,3.018244467,351.7866988,2775.70656,86562.32535,1444.945622,2150.534925,228.8202193,62.75511761,907.3295725,16.00387541,229.4292199,1.995670643,27.51929728,0.545504524,0.012394168,268.9676485,3756335.518,0.804865191,934.2089686,0.311782178,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.806060606,3.018721737,351.8374722,2775.956173,86577.00272,1445.142679,2151.506444,228.8260109,64.10679937,926.6953981,16.16953445,231.7104051,1.991852699,27.42853574,0.475727641,0.010808798,268.8203389,3755754.547,0.804992463,934.9569816,0.28960396,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.890909091,3.019200087,351.8883586,2776.205768,86591.92635,1445.33971,2152.484174,228.8318005,65.47221879,946.2499971,16.33487354,233.9839841,1.98800572,27.33708167,0.40598894,0.009224296,268.6711841,3755164.917,0.805120023,935.7124781,0.267425743,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
7.975757576,3.019673808,351.9387508,2776.450151,86606.80066,1445.53261,2153.462986,228.8374676,66.85134873,965.9927253,16.49988833,236.2498637,1.984106445,27.24450409,0.336289366,0.007640683,268.5201343,3754561.317,0.805246349,936.4756236,0.245247525,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
8.060606061,3.02013724,351.988047,2776.694328,86621.18496,1445.725503,2154.439617,228.8431313,68.24416187,985.9229343,16.664576,238.5079788,1.980173153,27.15114654,0.266630022,0.006057983,268.3671377,3753938.484,0.805369931,937.2465911,0.223069307,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
8.145454545,3.020584763,352.0356491,2776.922983,86635.17404,1445.906054,2155.407862,228.8484324,69.65063037,1006.039965,16.82893157,240.758225,1.976180035,27.05653076,0.197012173,0.004476227,268.2121407,3753291.194,0.80548927,938.0255617,0.200891089,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
8.23030303,3.021010779,352.0809622,2777.146253,86648.37734,1446.082496,2156.365775,228.85361,71.07072605,1026.343152,16.99295053,243.0005063,1.972132732,26.96076412,0.127437245,0.002895446,268.0550876,3752614.248,0.805602874,938.8127251,0.178712871,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
8.315151515,3.021716657,352.1560396,2777.514808,86670.35087,1446.373792,2157.536568,228.8621551,72.50442291,1046.831867,17.15664878,245.2351078,1.96827668,26.86842213,0.057899789,0.001315516,267.8959019,3752174.491,0.805791108,939.6100827,0.156534653,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
8.4,3.022381896,352.2267911,2777.857329,86691.09324,1446.644526,2158.680762,228.8700942,73.95169342,1067.505455,17.32001955,247.4618925,1.964339002,26.77443526,-0.011598244,-0.000263519,267.7345233,3751687.199,0.805968506,940.4160679,0.134356436,0.050575212,298,3619747.425,0.266666667,788.4091603,,,,,,,,,,,
