-0.191163075	0.066675	0	
-0.016163075	0.066675	0	
-0.016163075	0.029617953	0	
-0.006433521	0.018022721	0	
-0.006433521	0.018022721	0	
-0.006178878	0.017733029	0	
-0.005911203	0.017455333	0	
-0.00563106	0.01719022	0	
-0.00533904	0.016938249	0	
-0.005035759	0.016699951	0	
-0.004721857	0.016475829	0	
-0.004397996	0.016266356	0	
-0.004064859	0.016071974	0	
-0.003723148	0.015893092	0	
-0.003373585	0.015730088	0	
-0.003016906	0.015583305	0	
-0.002653864	0.015453054	0	
-0.002285224	0.015339609	0	
-0.001911765	0.015243208	0	
-0.001534273	0.015164057	0	
-0.001153545	0.01510232	0	
-0.000770385	0.01505813	0	
-0.000385599	0.015031578	0	
0	0.015022721	0	
0	0.015022721	0	
4.28E-06	0.015022722	0	
8.55E-06	0.015022725	0	
1.28E-05	0.015022729	0	
1.71E-05	0.015022734	0	
2.14E-05	0.015022742	0	
2.57E-05	0.015022751	0	
2.99E-05	0.015022761	0	
3.42E-05	0.015022773	0	
3.85E-05	0.015022787	0	
4.28E-05	0.015022803	0	
0.000047031	0.01502282	0	
5.13E-05	0.015022838	0	
0.000055582	0.015022859	0	
5.99E-05	0.01502288	0	
0.000064133	0.015022904	0	
6.84E-05	0.015022929	0	
7.27E-05	0.015022956	0	
7.70E-05	0.015022984	0	
8.12E-05	0.015023014	0	
8.55E-05	0.015023046	0	
8.98E-05	0.015023079	0	
9.41E-05	0.015023114	0	
9.83E-05	0.015023151	0	
0.000102612	0.015023189	0	
0.000106887	0.015023228	0	
0.000111163	0.01502327	0	
0.000115438	0.015023313	0	
0.000119713	0.015023357	0	
0.000123989	0.015023404	0	
0.000173581	0.015024059	0	
0.000242932	0.015025341	0	
0.000312274	0.01502705	0	
0.000381604	0.015029186	0	
0.00045092	0.015031748	0	
0.000520218	0.015034738	0	
0.000589497	0.015038153	0	
0.000658754	0.015041996	0	
0.000727985	0.015046264	0	
0.000797189	0.015050959	0	
0.000866363	0.01505608	0	
0.000935504	0.015061626	0	
0.001004609	0.015067598	0	
0.001073677	0.015073995	0	
0.001142704	0.015080818	0	
